,answer,n_tries,last_n_choices,won,difficulty_level
6423,xterm,4.53,1.27,0.98,medium
1130,coeds,4.53,1.71,0.94,medium
3523,mckee,4.53,1.53,0.98,medium
3205,levee,4.53,2.48,0.98,medium
2273,gilds,4.53,2.45,0.92,medium
97,ahmed,4.53,1.67,0.98,medium
611,bluet,4.53,1.41,0.99,medium
6122,vichy,4.53,1.62,0.94,medium
3436,malta,4.53,2.23,0.97,medium
943,celeb,4.53,1.47,0.94,medium
2428,grosz,4.53,1.52,1.0,medium
5021,sheds,4.53,1.55,0.99,medium
5043,shirk,4.53,1.55,1.0,medium
4325,ports,4.53,68.47,0.95,medium
5904,tromp,4.53,1.37,0.98,medium
6239,waxen,4.53,3.86,0.99,medium
2786,inced,4.53,2.21,0.98,medium
4625,reuse,4.53,1.3,0.98,medium
3898,nubia,4.53,1.36,1.0,medium
1185,cords,4.53,4.89,0.95,medium
2277,gimme,4.53,2.44,0.98,medium
4130,peaty,4.53,1.52,0.98,medium
3818,nerds,4.53,1.37,0.95,medium
5183,slips,4.53,2.69,0.99,medium
1366,dario,4.53,2.22,0.99,medium
5858,toxin,4.53,1.3,0.99,medium
5929,tubas,4.53,5.5,0.97,medium
566,blair,4.53,1.52,0.99,medium
4541,rated,4.53,4.05,0.92,medium
904,carib,4.53,1.5,0.99,medium
938,cecum,4.53,1.22,1.0,medium
75,afire,4.53,1.73,0.98,medium
2537,hated,4.53,7.95,0.9,medium
415,basel,4.53,3.59,0.99,medium
2621,hindi,4.54,1.48,0.99,medium
4294,polio,4.54,1.42,0.99,medium
4302,poncy,4.54,1.84,0.97,medium
408,barns,4.54,6.77,0.94,medium
4927,scuds,4.54,1.92,0.99,medium
5920,trugs,4.54,1.45,1.0,medium
1313,curie,4.54,1.85,0.97,medium
2325,gnats,4.54,2.08,0.99,medium
4069,pangs,4.54,7.48,0.95,medium
4094,pasha,4.54,2.03,0.98,medium
1349,damns,4.54,1.58,0.95,medium
1354,dandy,4.54,4.79,0.95,medium
2845,izaak,4.54,1.97,1.0,medium
802,burka,4.54,1.84,0.97,medium
304,atman,4.54,1.84,0.95,medium
1462,dials,4.54,1.6,0.97,medium
5092,sikhs,4.54,1.44,0.97,medium
5903,troll,4.54,1.76,0.98,medium
1141,colds,4.54,4.93,0.97,medium
426,basso,4.54,2.03,0.98,medium
2726,hunky,4.54,1.6,0.96,medium
5474,stove,4.54,6.0,0.96,medium
2346,gonad,4.54,1.32,0.99,medium
1233,crape,4.54,2.99,0.94,medium
1248,creed,4.54,7.01,0.98,medium
470,befit,4.54,1.96,0.99,medium
482,belau,4.54,1.76,0.98,medium
3452,mango,4.54,4.12,0.96,medium
3520,mcgee,4.54,1.51,0.98,medium
4852,sarge,4.54,1.29,0.95,medium
1452,detox,4.54,1.51,0.97,medium
2573,heels,4.54,5.53,0.92,medium
4212,piney,4.54,6.05,0.99,medium
2797,infix,4.54,1.53,0.98,medium
2766,idles,4.54,1.24,0.99,medium
5897,trims,4.54,2.8,0.98,medium
3781,naked,4.54,9.95,0.9,medium
4367,prion,4.54,1.28,0.99,medium
5412,stall,4.54,5.73,0.89,medium
1106,clunk,4.54,1.4,0.98,medium
3345,lover,4.54,5.18,0.95,medium
3464,marat,4.54,1.89,0.98,medium
4952,segue,4.54,1.55,0.99,medium
111,akiva,4.54,1.96,1.0,medium
167,amaru,4.54,1.22,1.0,medium
529,biden,4.54,1.57,0.96,medium
3473,marie,4.55,2.54,0.96,medium
225,anzac,4.55,2.39,0.99,medium
1592,drams,4.55,5.21,0.88,medium
4835,salve,4.55,1.18,0.98,medium
6296,whine,4.55,4.6,0.97,medium
6286,whelm,4.55,1.71,0.99,medium
15,abler,4.55,1.22,0.99,medium
5675,telex,4.55,1.88,0.99,medium
5822,tones,4.55,5.78,0.92,medium
5847,totem,4.55,2.18,0.96,medium
486,belie,4.55,5.98,0.96,medium
500,beret,4.55,3.06,1.0,medium
6061,vaduz,4.55,2.26,0.98,medium
2124,freed,4.55,7.03,0.96,medium
4317,popup,4.55,1.64,0.98,medium
1042,cisco,4.55,2.62,0.99,medium
2294,glade,4.55,2.72,0.95,medium
5472,stoup,4.55,1.57,0.96,medium
4107,patti,4.55,1.85,0.99,medium
772,budge,4.55,4.25,0.99,medium
1996,firms,4.55,1.79,1.0,medium
2064,flunk,4.55,1.69,0.98,medium
3002,kevin,4.55,1.95,0.98,medium
632,bogon,4.55,1.95,1.0,medium
599,bloke,4.55,1.29,0.98,medium
3049,knits,4.55,3.17,0.96,medium
4727,roomy,4.55,1.68,0.97,medium
1939,femur,4.55,4.26,1.0,medium
1976,filet,4.55,2.02,0.99,medium
5616,tampa,4.55,2.65,0.99,medium
2382,graft,4.55,2.73,0.98,medium
1882,faint,4.55,4.8,0.95,medium
1911,fatwa,4.55,2.61,0.96,medium
5801,tobit,4.55,1.2,0.99,medium
3283,loamy,4.55,1.3,0.98,medium
3123,largo,4.55,1.45,0.94,medium
3565,mesas,4.55,1.4,0.98,medium
3567,messy,4.55,1.44,0.99,medium
5095,silky,4.55,1.16,1.0,medium
1512,divas,4.55,1.82,0.97,medium
328,avian,4.55,1.55,1.0,medium
3307,logon,4.55,1.96,0.99,medium
3454,mania,4.55,4.59,0.97,medium
2527,harps,4.55,7.07,0.95,medium
908,carny,4.55,1.55,0.97,medium
2160,fugal,4.56,1.51,0.96,medium
2129,frets,4.56,1.77,0.97,medium
359,backs,4.56,10.48,0.94,medium
3767,naacp,4.56,1.26,0.97,medium
4930,scums,4.56,2.07,0.98,medium
5137,skiff,4.56,5.49,0.98,medium
247,areal,4.56,1.38,0.96,medium
3184,leila,4.56,1.72,0.95,medium
5993,tyree,4.56,1.18,1.0,medium
2394,grave,4.56,5.86,0.95,medium
1283,crows,4.56,2.98,0.99,medium
5738,thoth,4.56,1.44,1.0,medium
413,basal,4.56,1.37,0.98,medium
5800,toast,4.56,132.81,0.96,medium
1611,drips,4.56,3.2,0.98,medium
1747,elise,4.56,1.2,0.98,medium
3488,masks,4.56,6.42,0.98,medium
4660,riley,4.56,2.69,0.99,medium
515,betas,4.56,1.7,0.95,medium
2244,geeky,4.56,1.56,0.98,medium
4409,puled,4.56,1.46,0.94,medium
1073,click,4.56,3.46,0.99,medium
1307,curbs,4.56,2.38,0.96,medium
3630,missy,4.56,1.65,1.0,medium
1228,craig,4.56,1.22,0.88,medium
635,boink,4.56,1.5,0.99,medium
669,bored,4.56,5.1,0.97,medium
4500,radio,4.56,2.01,0.96,medium
5871,trans,4.56,2.26,0.95,medium
4403,puffs,4.56,5.86,0.96,medium
4916,scram,4.56,1.7,0.96,medium
293,asses,4.56,11.85,1.0,medium
2780,imper,4.56,1.79,0.93,medium
5803,toddy,4.56,1.8,0.99,medium
663,booth,4.56,1.95,0.99,medium
4912,scout,4.56,2.66,0.96,medium
945,cello,4.56,1.82,0.98,medium
1347,dally,4.56,3.87,0.99,medium
4802,sacco,4.56,1.67,0.98,medium
923,casts,4.56,10.34,0.98,medium
5693,terns,4.56,1.91,0.98,medium
746,britt,4.56,1.76,0.98,medium
743,briny,4.56,3.97,0.99,medium
179,amine,4.56,1.85,0.98,medium
1280,croup,4.57,1.32,0.96,medium
1845,evict,4.57,1.39,1.0,medium
3585,midas,4.57,1.7,0.97,medium
711,brash,4.57,1.19,0.98,medium
4637,rhone,4.57,1.22,1.0,medium
2740,hying,4.57,1.35,0.95,medium
5814,tomas,4.57,2.89,0.96,medium
3846,nimby,4.57,2.06,0.96,medium
3783,names,4.57,8.72,0.9,medium
1694,easel,4.57,1.72,0.96,medium
2012,flail,4.57,3.12,0.97,medium
3865,noddy,4.57,1.66,0.96,medium
3918,oaten,4.57,1.29,0.99,medium
4370,prius,4.57,1.66,0.91,medium
740,brine,4.57,3.13,0.97,medium
1501,dirks,4.57,2.31,0.97,medium
3280,lloyd,4.57,1.43,0.99,medium
914,carry,4.57,73.2,0.91,medium
5652,tatum,4.57,2.43,0.98,medium
2486,hafiz,4.57,3.01,0.97,medium
27,accra,4.57,1.65,1.0,medium
6288,whens,4.57,1.61,0.96,medium
74,affix,4.57,2.03,1.0,medium
6433,yahoo,4.57,1.94,0.98,medium
1129,codon,4.57,1.74,0.99,medium
897,cards,4.57,10.54,0.92,medium
4334,pouch,4.57,2.91,0.96,medium
909,carob,4.57,1.35,1.0,medium
5680,temps,4.57,1.56,0.96,medium
5031,shews,4.57,4.97,0.98,medium
2099,forts,4.57,5.61,0.91,medium
3200,lepus,4.57,6.01,0.94,medium
3769,nabob,4.57,1.35,0.99,medium
4676,risks,4.57,4.63,0.96,medium
146,allot,4.57,1.37,0.99,medium
5565,switz,4.57,2.14,0.97,medium
4330,posse,4.57,2.65,0.97,medium
1001,chink,4.57,1.53,0.97,medium
3544,melba,4.57,1.7,0.94,medium
6354,witch,4.57,6.17,0.95,medium
4459,quasi,4.57,1.62,1.0,medium
581,bleep,4.57,1.21,1.0,medium
5219,smock,4.57,1.56,0.99,medium
4955,seize,4.57,7.75,1.0,medium
4973,serge,4.57,1.34,0.98,medium
56,adler,4.58,1.35,0.99,medium
3338,louie,4.58,1.68,0.99,medium
4842,samoa,4.58,1.43,0.99,medium
4847,sanka,4.58,1.46,0.98,medium
4452,quail,4.58,2.66,1.0,medium
1980,filmy,4.58,1.24,0.97,medium
3744,mused,4.58,1.91,0.99,medium
4603,renal,4.58,1.36,1.0,medium
1378,davao,4.58,1.24,0.99,medium
1035,cilia,4.58,1.56,0.99,medium
4339,power,4.58,14.39,0.91,medium
5826,tonic,4.58,2.24,1.0,medium
6167,volta,4.58,1.55,0.97,medium
3697,mosey,4.58,1.68,0.99,medium
4575,redid,4.58,1.64,0.99,medium
2282,girds,4.58,1.67,0.97,medium
5415,stank,4.58,2.08,0.97,medium
4031,oxide,4.58,2.33,0.98,medium
710,brant,4.58,2.84,0.98,medium
4838,samba,4.58,1.4,0.99,medium
3498,maude,4.58,1.57,0.95,medium
1588,drags,4.58,4.3,0.94,medium
3911,nylon,4.58,1.88,0.97,medium
3924,obits,4.58,2.95,0.91,medium
5935,tudor,4.58,1.57,0.97,medium
2178,fusee,4.58,1.68,0.98,medium
2205,gamow,4.58,1.8,0.97,medium
1602,drear,4.58,1.32,0.96,medium
3256,links,4.58,13.15,0.95,medium
3431,maker,4.58,23.7,0.93,medium
3227,lifts,4.58,4.51,0.97,medium
6355,withe,4.58,1.12,0.97,medium
2369,goths,4.58,1.55,0.99,medium
2578,heine,4.58,1.53,0.98,medium
5747,thugs,4.58,1.51,0.97,medium
840,cabot,4.58,1.71,0.98,medium
145,allie,4.58,2.11,0.98,medium
4932,seals,4.58,5.54,0.93,medium
3656,moire,4.58,1.75,0.95,medium
2024,flatt,4.58,2.14,0.99,medium
6254,weeny,4.58,2.35,0.99,medium
5559,swine,4.58,3.97,0.95,medium
5075,shush,4.58,3.22,0.97,medium
3529,meany,4.58,1.31,0.99,medium
279,ashed,4.58,1.23,0.98,medium
3198,lepke,4.58,1.44,0.95,medium
944,celia,4.58,3.03,0.95,medium
2232,gavin,4.58,1.79,0.96,medium
2560,heady,4.58,1.16,0.99,medium
1872,faces,4.58,11.02,0.92,medium
1731,eject,4.58,1.98,0.99,medium
242,araby,4.59,1.33,0.98,medium
6316,wider,4.59,9.88,0.92,medium
4946,seedy,4.59,1.44,0.97,medium
4831,salon,4.59,1.95,0.97,medium
5917,trued,4.59,1.32,0.96,medium
3121,lardy,4.59,1.86,0.97,medium
321,autos,4.59,1.66,0.98,medium
3678,moore,4.59,1.33,1.0,medium
1915,faust,4.59,1.44,0.97,medium
1870,fable,4.59,3.44,0.95,medium
1435,delve,4.59,1.44,0.99,medium
866,calyx,4.59,1.8,0.97,medium
6327,wiley,4.59,1.72,0.99,medium
333,awacs,4.59,7.14,0.95,medium
1518,dixie,4.59,2.12,1.0,medium
1532,doily,4.59,1.59,0.95,medium
5073,shuns,4.59,1.53,0.98,medium
5032,shied,4.59,1.88,0.98,medium
4646,rides,4.59,6.41,0.89,medium
1308,curds,4.59,2.32,0.97,medium
2056,flubs,4.59,2.32,1.0,medium
3748,musky,4.59,3.94,0.98,medium
4701,rocco,4.59,1.27,1.0,medium
390,banal,4.59,1.71,0.95,medium
3083,labia,4.59,1.73,0.96,medium
6104,verge,4.59,4.0,0.99,medium
2655,holes,4.59,9.17,0.92,medium
4120,payne,4.59,1.75,0.99,medium
989,chico,4.59,1.5,0.96,medium
5703,tetra,4.59,1.99,1.0,medium
5716,thees,4.59,3.44,0.94,medium
5619,taney,4.59,1.63,0.99,medium
2373,gould,4.59,1.41,1.0,medium
4129,peary,4.59,1.42,0.99,medium
480,beige,4.59,1.25,0.98,medium
6106,verne,4.59,1.87,0.95,medium
2132,friar,4.59,1.88,1.0,medium
2171,funky,4.59,2.05,0.99,medium
4471,quill,4.59,2.42,0.98,medium
2116,franc,4.59,1.44,0.97,medium
986,chewy,4.59,1.59,0.96,medium
2343,golgi,4.59,1.86,1.0,medium
4545,ratty,4.59,1.46,0.94,medium
683,bound,4.59,4.58,0.9,medium
5521,super,4.59,1.59,0.93,medium
3978,opals,4.59,1.46,0.97,medium
2250,genie,4.59,1.64,1.0,medium
6035,unzip,4.59,2.41,0.99,medium
545,bimbo,4.59,1.69,0.98,medium
6502,zomba,4.59,1.61,0.99,medium
2515,hangs,4.59,5.78,0.95,medium
4226,pique,4.59,1.89,0.99,medium
1649,dumas,4.59,2.81,0.95,medium
4552,rayon,4.59,1.43,0.93,medium
6290,whets,4.59,1.34,0.97,medium
5009,share,4.59,9.43,0.88,medium
4015,outta,4.6,4.23,0.98,medium
5443,steve,4.6,1.49,0.98,medium
4933,seams,4.6,3.9,0.97,medium
3300,loews,4.6,2.54,0.96,medium
2491,haifa,4.6,1.96,0.98,medium
976,cheep,4.6,1.15,0.99,medium
895,carat,4.6,1.93,0.99,medium
893,capra,4.6,1.68,0.99,medium
900,cares,4.6,15.96,0.87,medium
5828,tonto,4.6,2.37,1.0,medium
4408,pukka,4.6,1.5,0.99,medium
575,blatz,4.6,1.56,0.99,medium
2945,juice,4.6,2.54,1.0,medium
4343,praia,4.6,1.62,0.99,medium
5817,tommy,4.6,1.91,0.98,medium
2749,ibiza,4.6,1.63,0.98,medium
4416,pumps,4.6,11.11,0.95,medium
5308,sousa,4.6,3.11,1.0,medium
614,blurb,4.6,1.49,0.98,medium
2930,josef,4.6,1.66,0.97,medium
3892,novas,4.6,1.84,0.98,medium
1060,clark,4.6,2.25,0.98,medium
777,buick,4.6,1.44,0.98,medium
2706,hoyle,4.6,2.31,0.95,medium
2162,fugue,4.6,1.32,1.0,medium
5732,thins,4.6,1.27,0.99,medium
5600,taint,4.6,4.2,0.98,medium
4244,plano,4.6,2.92,0.96,medium
3015,kilos,4.6,1.93,0.93,medium
4585,refer,4.6,5.01,0.98,medium
1346,daley,4.6,1.4,0.97,medium
751,bronc,4.6,1.7,0.93,medium
1359,darby,4.6,2.15,0.95,medium
3754,mutes,4.6,3.01,0.96,medium
4400,pubis,4.6,1.58,0.92,medium
1825,essie,4.6,1.85,0.96,medium
1543,donas,4.6,1.24,0.96,medium
1394,deary,4.6,2.01,0.95,medium
2027,fleas,4.6,1.25,0.95,medium
4717,romeo,4.6,3.96,0.96,medium
2982,kayla,4.6,7.16,1.0,medium
6139,viper,4.6,4.02,0.95,medium
5019,shear,4.6,1.93,0.97,medium
3101,lamar,4.6,1.55,0.99,medium
342,axial,4.6,2.57,1.0,medium
5666,teary,4.6,1.53,0.99,medium
121,aldan,4.6,1.38,0.97,medium
3356,lucas,4.6,1.39,0.9,medium
4767,rufus,4.6,2.29,0.97,medium
3444,mamma,4.6,7.43,0.98,medium
6392,wrack,4.6,3.48,0.99,medium
3119,larch,4.6,1.36,0.99,medium
1449,derek,4.6,1.3,0.96,medium
5129,skate,4.6,2.01,0.93,medium
5126,sized,4.6,15.41,0.91,medium
5905,trons,4.6,1.98,0.91,medium
2279,gimpy,4.6,1.86,0.94,medium
5383,spuds,4.6,1.9,1.0,medium
4434,pusey,4.6,1.75,0.98,medium
4011,outed,4.6,1.61,0.97,medium
255,arias,4.6,1.76,0.98,medium
3186,lemma,4.6,2.0,0.98,medium
4945,seeds,4.6,8.51,0.93,medium
6363,wolff,4.6,1.86,0.96,medium
194,anent,4.61,1.09,0.99,medium
2643,hodge,4.61,1.96,0.93,medium
4160,percy,4.61,1.51,0.97,medium
2983,kayos,4.61,2.28,0.95,medium
2032,flick,4.61,1.18,0.99,medium
4683,riven,4.61,1.51,0.99,medium
4519,ramon,4.61,1.56,0.96,medium
5168,sleds,4.61,1.61,0.99,medium
5066,shred,4.61,67.51,0.97,medium
3826,newel,4.61,1.33,0.98,medium
5868,trait,4.61,1.65,0.99,medium
5349,spike,4.61,5.16,0.94,medium
1826,ester,4.61,1.6,0.97,medium
685,bowed,4.61,13.7,0.9,medium
687,bowen,4.61,1.58,0.96,medium
675,boron,4.61,1.91,1.0,medium
345,axles,4.61,2.36,0.95,medium
5775,timex,4.61,1.58,1.0,medium
5989,tyler,4.61,2.35,0.97,medium
3082,label,4.61,4.32,0.97,medium
1384,dayan,4.61,1.59,0.96,medium
4851,saran,4.61,1.51,0.97,medium
4825,sakha,4.61,2.27,0.95,medium
982,chess,4.61,2.58,0.96,medium
4247,plash,4.61,1.37,0.96,medium
785,bulls,4.61,7.26,0.92,medium
5395,squib,4.61,1.45,0.99,medium
3609,minds,4.61,15.33,0.91,medium
3580,miami,4.61,1.68,1.0,medium
3572,meths,4.61,1.75,0.97,medium
4597,relay,4.61,1.4,0.98,medium
4512,rajah,4.61,1.68,0.99,medium
6424,xviii,4.61,6.57,0.99,medium
6421,xingu,4.61,2.38,0.96,medium
5598,tails,4.61,6.71,0.86,medium
222,anton,4.61,1.7,0.99,medium
3092,ladle,4.61,2.25,0.99,medium
3069,kraal,4.61,1.76,1.0,medium
3687,moran,4.61,1.35,0.97,medium
1748,elite,4.61,1.33,0.98,medium
395,banjo,4.61,2.34,0.99,medium
3669,monks,4.62,6.38,0.94,medium
6455,yemen,4.62,1.69,0.99,medium
364,bagel,4.62,1.78,0.98,medium
5205,slush,4.62,1.88,0.98,medium
3543,mejia,4.62,1.65,1.0,medium
3451,mange,4.62,2.14,0.97,medium
3773,nadia,4.62,4.28,0.99,medium
1580,doyen,4.62,1.33,0.97,medium
1569,douro,4.62,2.77,1.0,medium
3985,opted,4.62,1.56,0.98,medium
1418,defoe,4.62,1.84,0.99,medium
4502,rafts,4.62,2.05,0.92,medium
1300,cuing,4.62,1.77,0.93,medium
1246,crecy,4.62,1.36,1.0,medium
5016,shawn,4.62,1.48,0.89,medium
3178,lefty,4.62,2.01,0.98,medium
3136,lathe,4.62,1.45,0.99,medium
1522,docks,4.62,12.9,0.93,medium
2905,jimmy,4.62,3.88,0.97,medium
3954,okays,4.62,1.49,0.97,medium
3873,nokia,4.62,1.84,0.98,medium
619,boars,4.62,1.73,0.93,medium
2202,gamin,4.62,2.06,0.97,medium
2952,jumbo,4.62,2.49,1.0,medium
4681,rivas,4.62,1.51,0.92,medium
4372,prize,4.62,16.43,0.96,medium
1132,cohen,4.62,2.01,0.88,medium
548,bingo,4.62,2.29,0.97,medium
2576,hegel,4.62,3.55,0.97,medium
4182,phage,4.62,1.19,0.98,medium
6331,wilma,4.62,3.31,1.0,medium
2997,kepis,4.62,2.44,0.94,medium
151,aloha,4.62,1.63,0.98,medium
4942,sedge,4.62,2.25,0.99,medium
49,addie,4.62,1.45,0.98,medium
3275,livia,4.63,3.56,0.96,medium
3539,megan,4.63,2.01,1.0,medium
3533,medal,4.63,2.41,0.95,medium
6499,zions,4.63,1.21,0.98,medium
6198,waite,4.63,1.65,0.98,medium
1913,fauna,4.63,1.35,0.99,medium
5585,tabla,4.63,1.24,0.97,medium
5078,shyly,4.63,1.38,0.98,medium
3112,lanka,4.63,1.58,0.97,medium
6020,unfix,4.63,1.76,0.99,medium
6132,villi,4.63,1.64,0.99,medium
3840,niger,4.63,67.48,0.93,medium
2272,gilda,4.63,2.22,0.95,medium
5255,snout,4.63,2.05,0.91,medium
4492,rabid,4.63,1.09,0.98,medium
5268,sodas,4.63,1.94,0.97,medium
3126,larva,4.63,1.66,0.97,medium
4626,revel,4.63,2.75,0.95,medium
4737,rotor,4.63,1.53,1.0,medium
1562,doted,4.63,10.36,0.9,medium
5002,shame,4.63,10.54,0.87,medium
4990,shade,4.63,4.08,0.88,medium
3819,nerdy,4.63,1.55,0.97,medium
4017,ovals,4.63,1.7,0.95,medium
782,bulgy,4.63,2.49,0.98,medium
5356,spire,4.63,2.1,0.91,medium
1793,envoy,4.63,1.34,0.99,medium
1769,emcee,4.63,2.08,1.0,medium
4100,patch,4.63,12.75,0.87,medium
5561,swipe,4.63,1.39,0.98,medium
5919,trues,4.63,1.51,0.95,medium
3897,nubby,4.63,1.63,0.97,medium
3901,nudge,4.63,1.69,0.92,medium
2914,jodie,4.63,1.67,0.99,medium
3824,nevis,4.63,1.89,0.94,medium
4803,sachs,4.63,1.41,0.99,medium
4793,rutty,4.63,1.75,0.95,medium
5536,swami,4.63,1.42,0.98,medium
4415,pumas,4.63,1.52,0.95,medium
5153,slabs,4.63,7.08,0.94,medium
5134,skied,4.63,1.49,0.95,medium
5938,tulle,4.63,2.03,0.97,medium
3014,kilns,4.63,2.33,0.93,medium
6479,yumas,4.63,2.36,0.97,medium
3445,mammy,4.64,29.9,0.96,medium
6382,wormy,4.64,1.68,0.96,medium
6366,wombs,4.64,2.56,0.93,medium
129,algol,4.64,1.39,0.98,medium
4905,scoot,4.64,2.29,0.99,medium
1734,elate,4.64,2.3,0.93,medium
1710,edens,4.64,2.42,0.97,medium
3542,meiji,4.64,2.03,1.0,medium
5151,skunk,4.64,3.0,0.98,medium
2287,girts,4.64,1.48,0.99,medium
2319,gluey,4.64,1.42,1.0,medium
5366,spock,4.64,1.42,0.98,medium
3867,nodoz,4.64,1.76,1.0,medium
2847,jabot,4.64,1.75,0.98,medium
834,byway,4.64,1.22,0.99,medium
4601,remix,4.64,13.7,0.98,medium
5320,spank,4.64,1.73,0.96,medium
2005,fixed,4.64,22.55,0.92,medium
3680,moose,4.64,2.1,0.93,medium
2249,genet,4.64,1.89,0.98,medium
1133,cohos,4.64,1.76,0.91,medium
5678,tempe,4.64,1.54,0.97,medium
946,cells,4.64,7.06,0.89,medium
5690,tepee,4.64,1.48,0.98,medium
2896,jewry,4.64,2.36,0.96,medium
2582,helen,4.64,8.92,0.98,medium
5603,takes,4.64,72.87,0.88,medium
4257,pleat,4.64,1.38,0.99,medium
110,akita,4.64,1.67,1.0,medium
5508,suing,4.64,1.57,0.96,medium
2990,keeps,4.64,10.82,0.96,medium
6085,vegan,4.64,1.9,0.98,medium
6173,voter,4.64,1.88,0.97,medium
1955,fever,4.64,11.69,0.95,medium
142,allay,4.65,1.92,1.0,medium
127,algal,4.65,1.85,1.0,medium
57,adman,4.65,1.57,0.94,medium
2924,jolly,4.65,10.86,0.96,medium
2088,footy,4.65,2.82,0.95,medium
4464,query,4.65,2.1,0.98,medium
659,boone,4.65,3.28,1.0,medium
1420,degas,4.65,1.36,0.96,medium
2237,gayle,4.65,2.35,0.93,medium
4494,raced,4.65,10.12,0.9,medium
4612,reran,4.65,2.11,0.98,medium
4595,rejig,4.65,1.94,0.95,medium
1438,demos,4.65,1.46,0.97,medium
5972,tweet,4.65,1.81,1.0,medium
5853,towed,4.65,5.64,0.94,medium
4453,quake,4.65,2.13,1.0,medium
5380,spree,4.65,1.37,0.95,medium
4657,rigor,4.65,1.63,0.99,medium
2843,ivies,4.65,1.25,0.98,medium
4555,razor,4.65,7.62,0.97,medium
4525,ranee,4.65,1.78,0.97,medium
504,berle,4.65,1.37,0.97,medium
458,bebop,4.65,1.55,1.0,medium
1556,doris,4.65,2.07,0.94,medium
2381,grady,4.65,2.14,0.98,medium
5328,spawn,4.65,2.12,0.98,medium
1145,colon,4.65,1.52,0.96,medium
3502,mauve,4.65,2.79,0.96,medium
4037,paced,4.65,12.09,0.86,medium
2733,husks,4.65,26.43,0.96,medium
870,campy,4.65,1.53,0.94,medium
3150,layer,4.65,8.43,0.86,medium
4751,rowed,4.65,7.64,0.92,medium
5398,staci,4.65,1.39,0.89,medium
6176,vowed,4.65,6.28,0.95,medium
4124,peaky,4.65,1.64,0.97,medium
4779,rungs,4.65,1.75,0.91,medium
4867,sauna,4.65,1.7,0.97,medium
5638,tarot,4.65,1.4,1.0,medium
5599,taine,4.65,1.52,0.99,medium
2528,harpy,4.65,2.84,0.97,medium
5450,stilt,4.65,1.12,0.98,medium
4217,pinon,4.65,2.32,0.98,medium
1063,class,4.65,5.76,0.95,medium
1019,chows,4.65,2.09,0.99,medium
3407,macaw,4.65,1.72,0.96,medium
434,baton,4.65,2.07,0.96,medium
4776,rumor,4.66,2.09,0.96,medium
1956,fewer,4.66,8.72,0.96,medium
1917,favor,4.66,2.71,0.94,medium
1732,eking,4.66,1.68,0.94,medium
2821,iraqi,4.66,1.46,0.96,medium
5358,spiry,4.66,1.86,0.96,medium
4456,quark,4.66,1.59,1.0,medium
559,bizet,4.66,1.71,0.98,medium
6047,urine,4.66,1.15,0.95,medium
1775,emits,4.66,1.36,0.95,medium
5606,talky,4.66,2.2,0.92,medium
2611,hides,4.66,73.88,0.9,medium
2591,henan,4.66,2.13,0.99,medium
643,bonce,4.66,5.29,0.99,medium
839,cable,4.66,5.9,0.92,medium
2405,gregg,4.66,1.77,0.99,medium
4036,pabst,4.66,1.57,0.98,medium
1972,filch,4.66,1.54,0.98,medium
3864,nodal,4.66,1.62,0.95,medium
3163,leaps,4.66,4.85,0.91,medium
5290,sonny,4.66,2.02,0.94,medium
3900,nudes,4.66,1.45,0.97,medium
3569,meted,4.66,2.36,0.96,medium
6153,vitus,4.66,1.23,0.98,medium
3191,lenin,4.66,1.77,0.97,medium
4096,pasta,4.66,1.75,0.99,medium
2507,halos,4.66,1.77,0.94,medium
5243,sniff,4.66,1.76,0.99,medium
5685,tenon,4.66,2.13,0.96,medium
2688,horny,4.66,1.33,0.98,medium
3878,nooky,4.66,2.07,0.91,medium
1343,dakar,4.66,1.47,1.0,medium
4915,scrag,4.66,1.57,0.97,medium
4918,scree,4.66,1.36,0.96,medium
3298,loewe,4.66,1.48,0.98,medium
1853,exams,4.66,1.68,0.98,medium
1455,devin,4.66,2.3,0.98,medium
4025,owens,4.67,1.49,0.94,medium
6393,wraps,4.67,2.17,0.95,medium
6349,wised,4.67,1.8,0.88,medium
143,allen,4.67,1.62,0.96,medium
1445,dents,4.67,4.52,0.93,medium
6133,vilma,4.67,1.45,0.96,medium
5843,torus,4.67,2.21,0.88,medium
5930,tubby,4.67,1.67,0.95,medium
3673,mooch,4.67,1.93,0.95,medium
1161,conan,4.67,1.77,0.99,medium
1152,comer,4.67,8.44,0.92,medium
5250,snoop,4.67,1.87,0.98,medium
4527,rangy,4.67,2.05,0.9,medium
1119,cocci,4.67,1.43,0.97,medium
1771,emery,4.67,1.44,0.97,medium
4155,pepin,4.67,2.3,0.98,medium
3466,marci,4.67,1.6,0.98,medium
519,bette,4.67,2.81,0.98,medium
5942,tumor,4.67,1.27,1.0,medium
3830,newts,4.67,1.54,0.93,medium
6162,voids,4.67,1.93,0.95,medium
6241,wayne,4.67,2.62,0.91,medium
2376,gowns,4.67,3.57,0.9,medium
3195,leola,4.67,1.71,0.98,medium
668,borax,4.67,1.89,0.97,medium
3005,khans,4.67,1.68,0.96,medium
3034,kline,4.67,2.16,0.94,medium
2950,julie,4.67,1.73,0.95,medium
2661,homes,4.67,7.94,0.93,medium
2664,honda,4.67,67.14,0.94,medium
45,adana,4.67,1.8,0.98,medium
6485,zebra,4.67,2.04,0.99,medium
123,alder,4.67,1.4,0.97,medium
