n_tries,n_choices,guesses,feedback,won
4,"[6512, 606, 36, 2]","['tower', 'lance', 'plead', 'delay']","{'false_letters': ['p', 'o', 'n', 'w', 'r', 't', 'c'], 'true_letters': {3: 'a', 0: 'd', 1: 'e', 2: 'l', 4: 'y'}, 'misplaced_letters': {3: ['e'], 0: ['l'], 1: ['a', 'l'], 4: ['e', 'd'], 2: ['e']}}",1
3,"[6512, 337, 2]","['plain', 'stung', 'burnt']","{'false_letters': ['p', 'i', 'g', 's', 'l', 'a'], 'true_letters': {3: 'n', 0: 'b', 1: 'u', 2: 'r', 4: 't'}, 'misplaced_letters': {4: ['n'], 1: ['t'], 2: ['u']}}",1
3,"[6512, 29, 5]","['drown', 'clods', 'abode']","{'false_letters': ['n', 'w', 's', 'l', 'r', 'c'], 'true_letters': {2: 'o', 3: 'd', 0: 'a', 1: 'b', 4: 'e'}, 'misplaced_letters': {0: ['d']}}",1
4,"[6512, 794, 57, 5]","['basin', 'grows', 'scull', 'slept']","{'false_letters': ['u', 'i', 'o', 'n', 'g', 'w', 'b', 'a', 'r', 'c'], 'true_letters': {0: 's', 1: 'l', 2: 'e', 3: 'p', 4: 't'}, 'misplaced_letters': {2: ['s'], 4: ['s', 'l'], 3: ['l']}}",1
4,"[6512, 1534, 146, 1]","['three', 'climb', 'finis', 'vivid']","{'false_letters': ['e', 'f', 'n', 'm', 'b', 's', 'l', 'r', 't', 'h', 'c'], 'true_letters': {1: 'i', 3: 'i', 0: 'v', 2: 'v', 4: 'd'}, 'misplaced_letters': {2: ['i']}}",1
6,"[6512, 1266, 21, 8, 7, 1]","['limbs', 'dread', 'wrote', 'froze', 'prove', 'grove']","{'false_letters': ['f', 'p', 'i', 'z', 'w', 'm', 'b', 's', 'l', 'd', 'a', 't'], 'true_letters': {1: 'r', 2: 'o', 4: 'e', 3: 'v', 0: 'g'}, 'misplaced_letters': {2: ['e']}}",1
3,"[6512, 56, 10]","['beryl', 'blown', 'blood']","{'false_letters': ['e', 'y', 'n', 'w', 'r'], 'true_letters': {0: 'b', 1: 'l', 2: 'o', 3: 'o', 4: 'd'}, 'misplaced_letters': {4: ['l']}}",1
4,"[6512, 958, 24, 1]","['admit', 'banks', 'lance', 'canoe']","{'false_letters': ['i', 'd', 'b', 'm', 's', 'l', 'k', 't'], 'true_letters': {1: 'a', 2: 'n', 4: 'e', 0: 'c', 3: 'o'}, 'misplaced_letters': {0: ['a'], 3: ['c']}}",1
5,"[6512, 34, 16, 4, 1]","['angel', 'amber', 'acted', 'ashes', 'asses']","{'false_letters': ['n', 'g', 'm', 'b', 'd', 'l', 'r', 't', 'h', 'c'], 'true_letters': {0: 'a', 3: 'e', 1: 's', 4: 's', 2: 's'}, 'misplaced_letters': {}}",1
2,"[6512, 7]","['think', 'saith']","{'false_letters': ['k', 'n'], 'true_letters': {2: 'i', 0: 's', 1: 'a', 3: 't', 4: 'h'}, 'misplaced_letters': {0: ['t'], 1: ['h']}}",1
2,"[6512, 63]","['swims', 'spike']","{'false_letters': ['w', 'm'], 'true_letters': {0: 's', 2: 'i', 1: 'p', 3: 'k', 4: 'e'}, 'misplaced_letters': {4: ['s']}}",1
5,"[6512, 571, 213, 14, 3]","['babes', 'minds', 'rocks', 'ports', 'sorts']","{'false_letters': ['e', 'p', 'i', 'n', 'm', 'b', 'd', 'a', 'k', 'c'], 'true_letters': {4: 's', 1: 'o', 2: 'r', 3: 't', 0: 's'}, 'misplaced_letters': {0: ['r']}}",1
5,"[6512, 61, 6, 4, 2]","['didst', 'lithe', 'fifth', 'birth', 'mirth']","{'false_letters': ['e', 'f', 'd', 'b', 's', 'l'], 'true_letters': {1: 'i', 3: 't', 4: 'h', 2: 'r', 0: 'm'}, 'misplaced_letters': {4: ['t'], 2: ['t'], 3: ['h']}}",1
5,"[6512, 1405, 181, 39, 1]","['judah', 'smart', 'annoy', 'cavil', 'villa']","{'false_letters': ['u', 'j', 'o', 'y', 'n', 'd', 'm', 's', 'r', 't', 'h', 'c'], 'true_letters': {0: 'v', 1: 'i', 2: 'l', 3: 'l', 4: 'a'}, 'misplaced_letters': {3: ['a', 'i'], 2: ['a', 'v'], 0: ['a'], 1: ['a'], 4: ['l']}}",1
4,"[6512, 1763, 80, 5]","['penny', 'climb', 'wills', 'girls']","{'false_letters': ['p', 'e', 'y', 'n', 'w', 'm', 'b', 'c'], 'true_letters': {1: 'i', 3: 'l', 4: 's', 0: 'g', 2: 'r'}, 'misplaced_letters': {1: ['l'], 2: ['i', 'l']}}",1
5,"[6512, 888, 89, 8, 2]","['fresh', 'sling', 'stays', 'stoop', 'stout']","{'false_letters': ['f', 'p', 'i', 'e', 'y', 'n', 'g', 'l', 'r', 'a', 'h'], 'true_letters': {0: 's', 1: 't', 2: 'o', 3: 'u', 4: 't'}, 'misplaced_letters': {3: ['s', 'o'], 4: ['s']}}",1
3,"[6512, 159, 8]","['leans', 'facts', 'sacks']","{'false_letters': ['e', 'f', 'n', 'l', 't'], 'true_letters': {4: 's', 1: 'a', 2: 'c', 0: 's', 3: 'k'}, 'misplaced_letters': {2: ['a']}}",1
6,"[6512, 475, 44, 19, 15, 7]","['slain', 'happy', 'tarry', 'mammy', 'cabby', 'gaudy']","{'false_letters': ['p', 'i', 'n', 'm', 'b', 's', 'l', 'r', 't', 'h', 'c'], 'true_letters': {1: 'a', 4: 'y', 0: 'g', 2: 'u', 3: 'd'}, 'misplaced_letters': {2: ['a']}}",1
4,"[6512, 194, 23, 2]","['tells', 'alone', 'liked', 'lived']","{'false_letters': ['o', 'n', 's', 'a', 'k', 't'], 'true_letters': {0: 'l', 1: 'i', 3: 'e', 4: 'd', 2: 'v'}, 'misplaced_letters': {1: ['e', 'l'], 2: ['l'], 3: ['l'], 4: ['e']}}",1
5,"[6512, 1050, 207, 9, 2]","['happy', 'blank', 'tread', 'acres', 'azure']","{'false_letters': ['p', 'y', 'n', 'd', 'b', 's', 'l', 'k', 't', 'h', 'c'], 'true_letters': {0: 'a', 1: 'z', 2: 'u', 3: 'r', 4: 'e'}, 'misplaced_letters': {1: ['a', 'r'], 2: ['a', 'e', 'r'], 3: ['a', 'e']}}",1
4,"[6512, 28, 9, 6]","['basis', 'nails', 'waits', 'maids']","{'false_letters': ['n', 'w', 'b', 'l', 't'], 'true_letters': {1: 'a', 4: 's', 2: 'i', 0: 'm', 3: 'd'}, 'misplaced_letters': {2: ['s'], 3: ['i']}}",1
4,"[6512, 677, 197, 37]","['storm', 'casks', 'bends', 'elves']","{'false_letters': ['o', 'n', 'd', 'b', 'm', 'a', 'r', 'k', 't', 'c'], 'true_letters': {4: 's', 0: 'e', 1: 'l', 2: 'v', 3: 'e'}, 'misplaced_letters': {0: ['s'], 2: ['s'], 1: ['e']}}",1
7,"[6512, 549, 55, 17, 6, 4, 2]","['grief', 'covet', 'meted', 'tales', 'types', 'tunes', 'tubes']","{'false_letters': ['f', 'p', 'i', 'o', 'y', 'v', 'n', 'g', 'm', 'd', 'a', 'r', 'l', 'c'], 'true_letters': {3: 'e', 0: 't', 4: 's', 1: 'u', 2: 'b'}, 'misplaced_letters': {4: ['t'], 1: ['e'], 2: ['t']}}",0
3,"[6512, 470, 9]","['cures', 'alone', 'meant']","{'false_letters': ['u', 'o', 's', 'l', 'r', 'c'], 'true_letters': {3: 'n', 0: 'm', 1: 'e', 2: 'a', 4: 't'}, 'misplaced_letters': {3: ['e'], 0: ['a'], 4: ['e']}}",1
4,"[6512, 136, 47, 13]","['gates', 'roots', 'mists', 'hints']","{'false_letters': ['e', 'o', 'g', 'm', 'a', 'r'], 'true_letters': {4: 's', 3: 't', 1: 'i', 0: 'h', 2: 'n'}, 'misplaced_letters': {2: ['t', 's']}}",1
4,"[6512, 313, 33, 2]","['sleep', 'staff', 'smith', 'shots']","{'false_letters': ['e', 'p', 'i', 'f', 'm', 'l', 'a'], 'true_letters': {0: 's', 3: 't', 1: 'h', 2: 'o', 4: 's'}, 'misplaced_letters': {1: ['t'], 4: ['h']}}",1
4,"[6512, 10, 2, 1]","['pouch', 'booth', 'sooth', 'tooth']","{'false_letters': ['p', 'u', 'b', 's', 'c'], 'true_letters': {1: 'o', 4: 'h', 2: 'o', 3: 't', 0: 't'}, 'misplaced_letters': {}}",1
5,"[6512, 535, 143, 2, 1]","['sorts', 'aware', 'inner', 'niger', 'nicer']","{'false_letters': ['o', 'w', 'g', 's', 'a', 't'], 'true_letters': {3: 'e', 4: 'r', 0: 'n', 1: 'i', 2: 'c'}, 'misplaced_letters': {2: ['r', 'n'], 3: ['r'], 4: ['e'], 0: ['i'], 1: ['n']}}",1
5,"[6512, 678, 100, 7, 2]","['daisy', 'tempt', 'gogol', 'rough', 'bough']","{'false_letters': ['e', 'p', 'i', 'y', 'd', 'm', 's', 'a', 'l', 'r', 't'], 'true_letters': {1: 'o', 2: 'u', 3: 'g', 4: 'h', 0: 'b'}, 'misplaced_letters': {0: ['g'], 2: ['g'], 3: ['o']}}",1
4,"[6512, 504, 128, 2]","['times', 'grows', 'packs', 'calls']","{'false_letters': ['e', 'p', 'i', 'o', 'g', 'w', 'm', 'r', 'k', 't'], 'true_letters': {4: 's', 1: 'a', 0: 'c', 2: 'l', 3: 'l'}, 'misplaced_letters': {2: ['c']}}",1
4,"[6512, 883, 49, 3]","['bowed', 'maine', 'curse', 'style']","{'false_letters': ['u', 'i', 'o', 'n', 'w', 'd', 'b', 'm', 'a', 'r', 'c'], 'true_letters': {4: 'e', 0: 's', 1: 't', 2: 'y', 3: 'l'}, 'misplaced_letters': {3: ['e', 's']}}",1
4,"[6512, 169, 9, 1]","['teats', 'noise', 'smoke', 'spoke']","{'false_letters': ['i', 'n', 'm', 'a', 't'], 'true_letters': {4: 'e', 0: 's', 2: 'o', 3: 'k', 1: 'p'}, 'misplaced_letters': {1: ['e', 'o'], 4: ['s'], 3: ['s']}}",1
5,"[6512, 861, 176, 42, 3]","['polls', 'necks', 'bates', 'dares', 'dames']","{'false_letters': ['p', 'o', 'n', 'b', 'l', 'r', 'k', 't', 'c'], 'true_letters': {4: 's', 1: 'a', 3: 'e', 0: 'd', 2: 'm'}, 'misplaced_letters': {1: ['e']}}",1
5,"[6512, 329, 93, 6, 1]","['begin', 'lithe', 'views', 'dived', 'diver']","{'false_letters': ['n', 'g', 'w', 'b', 's', 'l', 't', 'h'], 'true_letters': {1: 'i', 0: 'd', 2: 'v', 3: 'e', 4: 'r'}, 'misplaced_letters': {1: ['e'], 3: ['i'], 4: ['e', 'd'], 0: ['v'], 2: ['e']}}",1
4,"[6512, 25, 12, 2]","['smith', 'opium', 'clime', 'maine']","{'false_letters': ['p', 'u', 'o', 's', 'l', 't', 'h', 'c'], 'true_letters': {2: 'i', 4: 'e', 0: 'm', 1: 'a', 3: 'n'}, 'misplaced_letters': {1: ['m'], 4: ['m'], 3: ['m']}}",1
4,"[6512, 85, 17, 2]","['tight', 'hasty', 'north', 'forth']","{'false_letters': ['i', 'y', 'n', 'g', 's', 'a'], 'true_letters': {3: 't', 1: 'o', 2: 'r', 4: 'h', 0: 'f'}, 'misplaced_letters': {0: ['t', 'h'], 3: ['h'], 4: ['t']}}",1
6,"[6512, 301, 110, 18, 14, 9]","['jason', 'mazes', 'harps', 'larks', 'barbs', 'yards']","{'false_letters': ['e', 'p', 'j', 'z', 'o', 'n', 'm', 'b', 'l', 'k', 'h'], 'true_letters': {1: 'a', 4: 's', 2: 'r', 0: 'y', 3: 'd'}, 'misplaced_letters': {2: ['s']}}",1
3,"[6512, 41, 5]","['minor', 'reign', 'print']","{'false_letters': ['e', 'g', 'm', 'o'], 'true_letters': {2: 'i', 0: 'p', 1: 'r', 3: 'n', 4: 't'}, 'misplaced_letters': {1: ['i'], 2: ['n'], 4: ['r', 'n'], 0: ['r']}}",1
3,"[6512, 218, 82]","['leaks', 'being', 'merry']","{'false_letters': ['i', 'n', 'g', 'b', 's', 'l', 'a', 'k'], 'true_letters': {1: 'e', 0: 'm', 2: 'r', 3: 'r', 4: 'y'}, 'misplaced_letters': {}}",1
3,"[6512, 562, 79]","['cries', 'goody', 'happy']","{'false_letters': ['e', 'i', 'o', 'g', 'd', 's', 'r', 'c'], 'true_letters': {4: 'y', 0: 'h', 1: 'a', 2: 'p', 3: 'p'}, 'misplaced_letters': {}}",1
3,"[6512, 627, 2]","['lofty', 'psalm', 'small']","{'false_letters': ['f', 'p', 'o', 'y', 't'], 'true_letters': {2: 'a', 3: 'l', 0: 's', 1: 'm', 4: 'l'}, 'misplaced_letters': {0: ['l'], 1: ['s'], 4: ['m']}}",1
5,"[6512, 172, 65, 2, 1]","['cyrus', 'abram', 'herod', 'threw', 'three']","{'false_letters': ['u', 'o', 'y', 'w', 'm', 'b', 's', 'a', 'd', 'c'], 'true_letters': {2: 'r', 0: 't', 1: 'h', 3: 'e', 4: 'e'}, 'misplaced_letters': {0: ['h'], 1: ['e']}}",1
4,"[6512, 115, 30, 22]","['drags', 'vials', 'leaks', 'claps']","{'false_letters': ['e', 'i', 'v', 'g', 'd', 'r', 'k'], 'true_letters': {2: 'a', 4: 's', 0: 'c', 1: 'l', 3: 'p'}, 'misplaced_letters': {3: ['l'], 0: ['l']}}",1
5,"[6512, 603, 57, 21, 1]","['faced', 'blast', 'pshaw', 'jonas', 'sugar']","{'false_letters': ['f', 'p', 'j', 'e', 'o', 'n', 'w', 'd', 'b', 'l', 't', 'h', 'c'], 'true_letters': {3: 'a', 0: 's', 1: 'u', 2: 'g', 4: 'r'}, 'misplaced_letters': {1: ['a', 's'], 2: ['a'], 3: ['s'], 4: ['s']}}",1
4,"[6512, 22, 7, 3]","['slave', 'angle', 'fable', 'maple']","{'false_letters': ['f', 'n', 'v', 'g', 'b', 's'], 'true_letters': {4: 'e', 3: 'l', 1: 'a', 0: 'm', 2: 'p'}, 'misplaced_letters': {1: ['l'], 2: ['a'], 0: ['a']}}",1
5,"[6512, 409, 48, 13, 4]","['force', 'their', 'greek', 'bread', 'press']","{'false_letters': ['f', 'i', 'o', 'g', 'd', 'b', 'a', 'k', 't', 'h', 'c'], 'true_letters': {2: 'e', 1: 'r', 0: 'p', 3: 's', 4: 's'}, 'misplaced_letters': {2: ['r'], 4: ['e', 'r'], 3: ['e']}}",1
4,"[6512, 267, 6, 1]","['cuffs', 'paced', 'pitch', 'prick']","{'false_letters': ['f', 'e', 'u', 'd', 's', 'a', 't', 'h'], 'true_letters': {0: 'p', 3: 'c', 1: 'r', 2: 'i', 4: 'k'}, 'misplaced_letters': {0: ['c'], 2: ['c'], 1: ['i']}}",1
7,"[6512, 1673, 57, 35, 27, 16, 3]","['right', 'means', 'cakes', 'bases', 'pales', 'waves', 'saves']","{'false_letters': ['p', 'i', 'n', 'g', 'w', 'm', 'b', 'l', 'r', 'k', 't', 'h', 'c'], 'true_letters': {4: 's', 1: 'a', 3: 'e', 2: 'v', 0: 's'}, 'misplaced_letters': {1: ['e'], 2: ['a', 's']}}",0
4,"[6512, 156, 34, 3]","['stage', 'hatch', 'aloft', 'about']","{'false_letters': ['e', 'f', 'g', 's', 'l', 'h', 'c'], 'true_letters': {0: 'a', 2: 'o', 4: 't', 1: 'b', 3: 'u'}, 'misplaced_letters': {1: ['t', 'a'], 2: ['a', 't']}}",1
4,"[6512, 59, 2, 1]","['would', 'slung', 'gruel', 'laugh']","{'false_letters': ['e', 'o', 'n', 'w', 'd', 's', 'r'], 'true_letters': {2: 'u', 0: 'l', 1: 'a', 3: 'g', 4: 'h'}, 'misplaced_letters': {3: ['l'], 1: ['l'], 4: ['g', 'l'], 0: ['g']}}",1
3,"[6512, 229, 56]","['lease', 'waded', 'paced']","{'false_letters': ['w', 's', 'l'], 'true_letters': {1: 'a', 3: 'e', 4: 'd', 0: 'p', 2: 'c'}, 'misplaced_letters': {1: ['e'], 2: ['a', 'd'], 4: ['e']}}",1
5,"[6512, 2319, 220, 19, 5]","['happy', 'moved', 'steer', 'cries', 'rules']","{'false_letters': ['p', 'i', 'o', 'y', 'v', 'm', 'd', 'a', 't', 'h', 'c'], 'true_letters': {3: 'e', 4: 's', 0: 'r', 1: 'u', 2: 'l'}, 'misplaced_letters': {0: ['s'], 2: ['e'], 4: ['r'], 1: ['r']}}",1
4,"[6512, 535, 82, 1]","['sally', 'grate', 'human', 'china']","{'false_letters': ['e', 'u', 'y', 'g', 'm', 's', 'l', 'r', 't'], 'true_letters': {0: 'c', 1: 'h', 2: 'i', 3: 'n', 4: 'a'}, 'misplaced_letters': {1: ['a'], 2: ['a'], 0: ['h'], 3: ['a'], 4: ['n']}}",1
5,"[6512, 185, 37, 9, 2]","['lucky', 'leapt', 'lower', 'lives', 'lived']","{'false_letters': ['p', 'u', 'o', 'y', 'w', 's', 'a', 'r', 'k', 't', 'c'], 'true_letters': {0: 'l', 3: 'e', 1: 'i', 2: 'v', 4: 'd'}, 'misplaced_letters': {1: ['e']}}",1
3,"[6512, 370, 7]","['jokes', 'syria', 'sunny']","{'false_letters': ['e', 'j', 'i', 'o', 'a', 'r', 'k'], 'true_letters': {0: 's', 1: 'u', 2: 'n', 3: 'n', 4: 'y'}, 'misplaced_letters': {4: ['s'], 1: ['y']}}",1
5,"[6512, 1247, 41, 7, 4]","['waked', 'trust', 'corps', 'horns', 'forms']","{'false_letters': ['e', 'p', 'u', 'n', 'w', 'd', 'a', 'k', 't', 'h', 'c'], 'true_letters': {1: 'o', 2: 'r', 4: 's', 0: 'f', 3: 'm'}, 'misplaced_letters': {1: ['r'], 3: ['s']}}",1
4,"[6512, 189, 18, 1]","['threw', 'seats', 'elect', 'event']","{'false_letters': ['w', 's', 'l', 'r', 'a', 'h', 'c'], 'true_letters': {0: 'e', 2: 'e', 4: 't', 1: 'v', 3: 'n'}, 'misplaced_letters': {0: ['t'], 3: ['e', 't'], 1: ['e']}}",1
5,"[6512, 1869, 31, 12, 3]","['black', 'terms', 'roses', 'press', 'dregs']","{'false_letters': ['p', 'o', 'm', 'b', 'l', 'a', 'k', 't', 'c'], 'true_letters': {4: 's', 1: 'r', 2: 'e', 0: 'd', 3: 'g'}, 'misplaced_letters': {1: ['e'], 2: ['r', 's'], 0: ['r'], 3: ['e', 's']}}",1
4,"[6512, 85, 25, 9]","['brave', 'waste', 'apple', 'annie']","{'false_letters': ['p', 'v', 'w', 'b', 's', 'l', 'r', 't'], 'true_letters': {4: 'e', 0: 'a', 1: 'n', 2: 'n', 3: 'i'}, 'misplaced_letters': {2: ['a'], 1: ['a']}}",1
4,"[6512, 1674, 31, 3]","['tulip', 'downs', 'fanny', 'manna']","{'false_letters': ['p', 'f', 'u', 'i', 'o', 'y', 'w', 'd', 's', 'l', 't'], 'true_letters': {3: 'n', 1: 'a', 2: 'n', 0: 'm', 4: 'a'}, 'misplaced_letters': {}}",1
4,"[6512, 1664, 17, 1]","['studs', 'large', 'revel', 'clerk']","{'false_letters': ['u', 'v', 'g', 'd', 's', 'a', 't'], 'true_letters': {0: 'c', 1: 'l', 2: 'e', 3: 'r', 4: 'k'}, 'misplaced_letters': {0: ['l', 'r'], 2: ['r'], 4: ['e', 'l'], 1: ['e'], 3: ['e']}}",1
3,"[6512, 190, 8]","['learn', 'aloud', 'allay']","{'false_letters': ['e', 'u', 'o', 'n', 'd', 'r'], 'true_letters': {0: 'a', 1: 'l', 2: 'l', 3: 'a', 4: 'y'}, 'misplaced_letters': {0: ['l'], 2: ['a']}}",1
5,"[6512, 936, 19, 4, 1]","['silas', 'berth', 'trout', 'truck', 'trunk']","{'false_letters': ['e', 'i', 'o', 'b', 's', 'l', 'a', 'h', 'c'], 'true_letters': {0: 't', 1: 'r', 2: 'u', 4: 'k', 3: 'n'}, 'misplaced_letters': {2: ['r'], 3: ['t', 'u'], 4: ['t']}}",1
3,"[6512, 60, 5]","['swine', 'curse', 'taste']","{'false_letters': ['u', 'i', 'n', 'w', 'r', 'c'], 'true_letters': {4: 'e', 0: 't', 1: 'a', 2: 's', 3: 't'}, 'misplaced_letters': {0: ['s'], 3: ['s']}}",1
3,"[6512, 153, 4]","['stone', 'never', 'given']","{'false_letters': ['t', 'r', 'o', 's'], 'true_letters': {2: 'v', 3: 'e', 0: 'g', 1: 'i', 4: 'n'}, 'misplaced_letters': {3: ['n'], 4: ['e'], 0: ['n'], 1: ['e']}}",1
4,"[6512, 75, 6, 5]","['fruit', 'false', 'faces', 'fades']","{'false_letters': ['u', 'i', 'l', 'r', 't', 'c'], 'true_letters': {0: 'f', 1: 'a', 3: 'e', 4: 's', 2: 'd'}, 'misplaced_letters': {3: ['s'], 4: ['e']}}",1
3,"[6512, 26, 1]","['weary', 'allow', 'awful']","{'false_letters': ['e', 'r', 'o', 'y'], 'true_letters': {0: 'a', 1: 'w', 2: 'f', 3: 'u', 4: 'l'}, 'misplaced_letters': {0: ['w'], 2: ['a', 'l'], 1: ['l'], 4: ['w']}}",1
5,"[6512, 1443, 54, 18, 2]","['elder', 'aught', 'haman', 'coach', 'chaff']","{'false_letters': ['e', 'u', 'o', 'n', 'g', 'd', 'm', 'l', 'r', 't'], 'true_letters': {0: 'c', 2: 'a', 1: 'h', 3: 'f', 4: 'f'}, 'misplaced_letters': {0: ['a', 'h'], 3: ['h', 'a', 'c'], 1: ['a'], 4: ['h']}}",1
9,"[6512, 317, 35, 26, 17, 4, 3, 2, 1]","['deeds', 'hired', 'wiped', 'mixed', 'lived', 'oiled', 'tiled', 'ailed', 'filed']","{'false_letters': ['p', 'o', 'x', 'v', 'w', 'm', 's', 'a', 'r', 't', 'h'], 'true_letters': {1: 'i', 3: 'e', 4: 'd', 2: 'l', 0: 'f'}, 'misplaced_letters': {0: ['d', 'l'], 1: ['e'], 2: ['e'], 3: ['d']}}",0
4,"[6512, 642, 111, 37]","['since', 'threw', 'faded', 'moved']","{'false_letters': ['f', 'i', 'n', 'w', 's', 'a', 'r', 't', 'h', 'c'], 'true_letters': {3: 'e', 4: 'd', 0: 'm', 1: 'o', 2: 'v'}, 'misplaced_letters': {4: ['e'], 2: ['d']}}",1
4,"[6512, 107, 4, 2]","['fiery', 'stark', 'short', 'snort']","{'false_letters': ['f', 'e', 'i', 'y', 'a', 'k', 'h'], 'true_letters': {3: 'r', 0: 's', 2: 'o', 4: 't', 1: 'n'}, 'misplaced_letters': {1: ['t']}}",1
3,"[6512, 190, 19]","['stern', 'crisp', 'girls']","{'false_letters': ['p', 'e', 'n', 't', 'c'], 'true_letters': {0: 'g', 1: 'i', 2: 'r', 3: 'l', 4: 's'}, 'misplaced_letters': {0: ['s'], 3: ['r', 's'], 1: ['r'], 2: ['i']}}",1
3,"[6512, 95, 7]","['delay', 'moods', 'proud']","{'false_letters': ['e', 'y', 'm', 's', 'l', 'a'], 'true_letters': {2: 'o', 0: 'p', 1: 'r', 3: 'u', 4: 'd'}, 'misplaced_letters': {0: ['d'], 1: ['o'], 3: ['d']}}",1
6,"[6512, 1090, 149, 7, 5, 4]","['fiend', 'lover', 'meats', 'waste', 'taste', 'haste']","{'false_letters': ['f', 'i', 'o', 'n', 'v', 'w', 'd', 'm', 'l', 'r'], 'true_letters': {3: 't', 1: 'a', 2: 's', 4: 'e', 0: 'h'}, 'misplaced_letters': {2: ['e', 'a'], 3: ['e'], 1: ['e'], 4: ['s'], 0: ['t']}}",1
2,"[6512, 36]","['sword', 'birds']","{'false_letters': ['w', 'o'], 'true_letters': {0: 'b', 1: 'i', 2: 'r', 3: 'd', 4: 's'}, 'misplaced_letters': {0: ['s'], 3: ['r'], 4: ['d']}}",1
3,"[6512, 217, 30]","['means', 'scold', 'swift']","{'false_letters': ['e', 'o', 'n', 'd', 'm', 'a', 'l', 'c'], 'true_letters': {0: 's', 1: 'w', 2: 'i', 3: 'f', 4: 't'}, 'misplaced_letters': {4: ['s']}}",1
3,"[6512, 524, 2]","['roses', 'begin', 'bible']","{'false_letters': ['o', 'n', 'g', 's', 'r'], 'true_letters': {0: 'b', 1: 'i', 2: 'b', 3: 'l', 4: 'e'}, 'misplaced_letters': {3: ['e', 'i'], 1: ['e']}}",1
4,"[6512, 489, 15, 3]","['lower', 'pairs', 'chart', 'charm']","{'false_letters': ['e', 'p', 'i', 'o', 'w', 's', 'l', 't'], 'true_letters': {3: 'r', 0: 'c', 1: 'h', 2: 'a', 4: 'm'}, 'misplaced_letters': {4: ['r'], 1: ['a']}}",1
3,"[6512, 291, 3]","['might', 'budge', 'judge']","{'false_letters': ['i', 'm', 'b', 't', 'h'], 'true_letters': {1: 'u', 2: 'd', 3: 'g', 4: 'e', 0: 'j'}, 'misplaced_letters': {2: ['g']}}",1
5,"[6512, 1810, 352, 34, 2]","['needy', 'mamma', 'bravo', 'cloak', 'aloft']","{'false_letters': ['e', 'y', 'n', 'v', 'd', 'm', 'b', 'r', 'k', 'c'], 'true_letters': {1: 'l', 2: 'o', 0: 'a', 3: 'f', 4: 't'}, 'misplaced_letters': {1: ['a'], 4: ['a', 'o'], 2: ['a'], 3: ['a']}}",1
4,"[6512, 974, 13, 8]","['needy', 'other', 'covet', 'towel']","{'false_letters': ['y', 'v', 'n', 'd', 'r', 'h', 'c'], 'true_letters': {3: 'e', 1: 'o', 0: 't', 2: 'w', 4: 'l'}, 'misplaced_letters': {1: ['e', 't'], 2: ['e'], 0: ['o'], 4: ['t']}}",1
3,"[6512, 2155, 20]","['milky', 'scrub', 'robes']","{'false_letters': ['u', 'i', 'y', 'm', 'l', 'k', 'c'], 'true_letters': {0: 'r', 1: 'o', 2: 'b', 3: 'e', 4: 's'}, 'misplaced_letters': {0: ['s'], 2: ['r'], 4: ['b']}}",1
5,"[6512, 243, 7, 3, 2]","['heath', 'wrist', 'stout', 'snout', 'spout']","{'false_letters': ['e', 'i', 'n', 'w', 'a', 'r', 'h'], 'true_letters': {4: 't', 0: 's', 2: 'o', 3: 'u', 1: 'p'}, 'misplaced_letters': {3: ['t', 's'], 1: ['t']}}",1
4,"[6512, 820, 29, 1]","['dowry', 'fresh', 'great', 'crete']","{'false_letters': ['f', 'o', 'y', 'w', 'g', 'd', 's', 'a', 'h'], 'true_letters': {1: 'r', 2: 'e', 0: 'c', 3: 't', 4: 'e'}, 'misplaced_letters': {3: ['r'], 4: ['t']}}",1
4,"[6512, 64, 19, 4]","['folds', 'fancy', 'freer', 'fruit']","{'false_letters': ['e', 'o', 'y', 'n', 'd', 's', 'a', 'l', 'c'], 'true_letters': {0: 'f', 1: 'r', 2: 'u', 3: 'i', 4: 't'}, 'misplaced_letters': {4: ['r']}}",1
3,"[6512, 196, 22]","['trick', 'arena', 'erred']","{'false_letters': ['i', 'n', 'a', 'k', 't', 'c'], 'true_letters': {1: 'r', 0: 'e', 2: 'r', 3: 'e', 4: 'd'}, 'misplaced_letters': {2: ['e']}}",1
4,"[6512, 3140, 104, 4]","['fully', 'names', 'herds', 'decks']","{'false_letters': ['f', 'u', 'y', 'n', 'm', 'l', 'a', 'r', 'h'], 'true_letters': {4: 's', 1: 'e', 0: 'd', 2: 'c', 3: 'k'}, 'misplaced_letters': {3: ['e', 'd']}}",1
3,"[6512, 326, 5]","['slate', 'keeps', 'epsom']","{'false_letters': ['t', 'a', 'k', 'l'], 'true_letters': {0: 'e', 1: 'p', 2: 's', 3: 'o', 4: 'm'}, 'misplaced_letters': {0: ['s'], 4: ['e', 's'], 1: ['e'], 2: ['e'], 3: ['p']}}",1
3,"[6512, 1746, 7]","['vowed', 'saith', 'amiss']","{'false_letters': ['e', 'o', 'v', 'w', 'd', 't', 'h'], 'true_letters': {2: 'i', 0: 'a', 1: 'm', 3: 's', 4: 's'}, 'misplaced_letters': {0: ['s'], 1: ['a']}}",1
